Doc_GUID,Doc_title,Doc_titleCommon
DO-63889817,Opinion 04-3,Opinion 04-3
DO-63891084,Co-European reporting (COREP) Regulations and Guidelines 26/2013,Co-European reporting (COREP) Regulations and Guidelines 26/2013
DO-63899400,Commission Delegated Regulation (EU) 2019/1866 of 3 July 2019 amending Delegated Regulation (EU) 2017/653 to align the transitional arrangement for PRIIP manufacturers offering units of funds referred to in Article 32 of Regulation (EU) No 1286/2014 of the European Parliament and of the Council as underlying investment options with the prolonged exemption period under that Article (Text with EEA relevance),Commission Delegated Regulation (EU) 2019/1866 of 3 July 2019 amending Delegated Regulation (EU) 2017/653 to align the transitional arrangement for PRIIP manufacturers offering units of funds referred to in Article 32 of Regulation (EU) No 1286/2014 of the European Parliament and of the Council as underlying investment options with the prolonged exemption period under that Article (Text with EEA r
DO-63907464,Electronic Communications Monitoring Policy,Electronic Communications Monitoring Policy
DO-63911647,Prudential Guidelines on Capital Adequacy and Market Discipline - New Capital Adequacy Framework (NCAF) - Revision of Rating Symbols and Definitions of Credit Rating Agencies,Prudential Guidelines on Capital Adequacy and Market Discipline - New Capital Adequacy Framework (NCAF) - Revision of Rating Symbols and Definitions of Credit Rating Agencies
DO-63913900,"Draft Regulatory Technical Standards specifying supervisory shock scenarios, common modelling and parametric assumptions and what constitutes a large decline for the calculation of the economic value of equity and of the net interest income in accordance with Article 98(5a) of Directive 2013/36/EU","Draft Regulatory Technical Standards specifying supervisory shock scenarios, common modelling and parametric assumptions and what constitutes a large decline for the calculation of the economic value of equity and of the net interest income in accordance with Article 98(5a) of Directive 2013/36/EU"
DO-63919588,Technical Guide 2/2019 on the provision of ancillary activities by investment firms,Technical Guide 2/2019 on the provision of ancillary activities by investment firms
DO-63920860,The Income Tax (Interest Payments) (Information Powers) (Amendment) Regulations 2001,The Income Tax (Interest Payments) (Information Powers) (Amendment) Regulations 2001
DO-63924011,Division of market oversight advisory and no-action position,Division of market oversight advisory and no-action position
DO-63928531,AUDITING STANDARDS OF THE PUBLIC COMPANY ACCOUNTING OVERSIGHT BOARD,AUDITING STANDARDS OF THE PUBLIC COMPANY ACCOUNTING OVERSIGHT BOARD
DO-63929841,Final Report Guidelines on Settlement Fails Reporting under Article 7 of CSDR,Final Report Guidelines on Settlement Fails Reporting under Article 7 of CSDR
DO-63932338,Principal shareholder status under regulation o,Principal shareholder status under regulation o
DO-63938148,Commission Delegated Regulation (EU) 2018/65 of 29 September 2017 supplementing Regulation (EU) 2016/1011 of the European Parliament and of the Council specifying technical elements of the definitions laid down in paragraph 1 of Article 3 of the Regulation (Text with EEA relevance),Commission Delegated Regulation (EU) 2018/65 of 29 September 2017 supplementing Regulation (EU) 2016/1011 of the European Parliament and of the Council specifying technical elements of the definitions laid down in paragraph 1 of Article 3 of the Regulation (Text with EEA relevance)
DO-63938352,Regulation (EU) No 1333/2014 of the European Central Bank of 26 November 2014 concerning statistics on the money markets (ECB/2014/48),Regulation (EU) No 1333/2014 of the European Central Bank of 26 November 2014 concerning statistics on the money markets (ECB/2014/48)
DO-63942520,Directive (EU) 2018/1673 of the European Parliament and of the Council of 23 October 2018 on combating money laundering by criminal law,Directive (EU) 2018/1673 of the European Parliament and of the Council of 23 October 2018 on combating money laundering by criminal law
DO-63944984,Regulations concerning Capital Requirement and National Adaptation of CRR/CRD IV (CRR/CRD IV Regulation),Regulations concerning Capital Requirement and National Adaptation of CRR/CRD IV (CRR/CRD IV Regulation)
DO-63951535,FCA Handbook - Market Conduct (MAR),FCA MAR
DO-63952115,Amendments to the BuildingSocieties Act 1986:Consultation,Amendments to the BuildingSocieties Act 1986:Consultation
DO-63958873,Information To Help Members And Investors,Information To Help Members And Investors
DO-63962194,FCA Handbook - Prospectus Regulation Rules sourcebook (PRR),PRR
DO-63965858,Commission Delegated Regulation (EU) 2017/578 of 13 June 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council on markets in financial instruments with regard to regulatory technical standards specifying the requirements on market making agreements and schemes (Text with EEA relevance),Commission Delegated Regulation (EU) 2017/578 of 13 June 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council on markets in financial instruments with regard to regulatory technical standards specifying the requirements on market making agreements and schemes (Text with EEA relevance)
DO-63966528,"BASE RATES OF ALTERNATIVE REFERENCE RATES (ARRs) FOR FCNR (B) DEPOSITS AS ON JANUARY 31, 2022 APPLICABLE FOR THE MONTH OF FEBRUARY 2022","BASE RATES OF ALTERNATIVE REFERENCE RATES (ARRs) FOR FCNR (B) DEPOSITS AS ON JANUARY 31, 2022 APPLICABLE FOR THE MONTH OF FEBRUARY 2022"
DO-63973676,UK FINANCIAL SANCTIONS General guidance for financial sanctions under the Sanctions and Anti-Money Laundering Act 2018,UK FINANCIAL SANCTIONS General guidance for financial sanctions under the Sanctions and Anti-Money Laundering Act 2018
DO-63974268,Re: No-Action Relief from Required Clearing for Partial Novation and Partial Termination of Swaps,Re: No-Action Relief from Required Clearing for Partial Novation and Partial Termination of Swaps
DO-63974654,COMPTROLLER'S LICENSING MANUAL SUPPLEMENT,COMPTROLLER'S LICENSING MANUAL SUPPLEMENT
DO-63975397,Payments into Government Account through Debit / Credit cards and Net banking: permissible period for remittance,Payments into Government Account through Debit / Credit cards and Net banking: permissible period for remittance
DO-63976524,The Capital Gains Tax (Gilt-edged Securities) Order 2001,The Capital Gains Tax (Gilt-edged Securities) Order 2001
DO-63978485,"Announced actions for may 25, 2004","Announced actions for may 25, 2004"
DO-63979183,"Executive order of procedures, etc. upon application for authorization or notification of certain foreign direct investment or special economic agreements in Denmark;","Executive order of procedures, etc. upon application for authorization or notification of certain foreign direct investment or special economic agreements in Denmark;"
DO-63979743,2015_2283 Application of the even deduction rule in case of intragroup transactions booked - by institutions which are parties to the contract - in different amounts,2015_2283 Application of the even deduction rule in case of intragroup transactions booked - by institutions which are parties to the contract - in different amounts
DO-63988430,London cocoa futures contract - delivery process and stock reporting,London cocoa futures contract - delivery process and stock reporting
DO-63990099,The International Tax Compliance Regulations 2015,The International Tax Compliance Regulations 2015
DO-63990661,"Loans, credits and guarantees to directors, shareholders and related persons","Loans, credits and guarantees to directors, shareholders and related persons"
DO-64002715,Executive order of settlement measures,Executive order of settlement measures
DO-64004472,FIMMDA Code of Conduct for usage of Negotiated Dealing System-Order Matching (NDS-OM) and Over-The-Counter (OTC) Market - IDMD.DOD.No.06/10.25.66/2012-13,FIMMDA Code of Conduct for usage of Negotiated Dealing System-Order Matching (NDS-OM) and Over-The-Counter (OTC) Market - IDMD.DOD.No.06/10.25.66/2012-13
DO-64006377,Decision of the European Central Bank of 24 February 2014 on the organisation of preparatory measures for the collection of granular credit data by the European System of Central Banks (ECB/2014/6) (2014/192/EU),Decision of the European Central Bank of 24 February 2014 on the organisation of preparatory measures for the collection of granular credit data by the European System of Central Banks (ECB/2014/6) (2014/192/EU)
DO-64009682,"BNY Mellon Fund Services (Ireland) DAC fined €10,780,000 and reprimanded by the Central Bank of Ireland for regulatory breaches relating to outsourcing","BNY Mellon Fund Services (Ireland) DAC fined €10,780,000 and reprimanded by the Central Bank of Ireland for regulatory breaches relating to outsourcing"
DO-64012620,"Law 10/2014 of 26 June on management, supervision and solvency of credit institutions. (BOE of 27 June)","Law 10/2014 of 26 June on management, supervision and solvency of credit institutions. (BOE of 27 June)"
DO-64035206,Powers and Procedures Guidance,Powers and Procedures Guidance
DO-64036740,UK Finance Submission to TSC Inquiry into SME Finance March 2018,UK Finance Submission to TSC Inquiry into SME Finance March 2018
DO-64037779,Guidelines on the management of operational risks in market-related activities,Guidelines on the management of operational risks in market-related activities
DO-64040035,The Financial Services and Markets Act 2000 (Transitional Provisions) (Complaints Relating to General Insurance and Mortgages) Order 2004,The Financial Services and Markets Act 2000 (Transitional Provisions) (Complaints Relating to General Insurance and Mortgages) Order 2004
DO-64046426,"Master direction - non-banking financial companies auditor’s report (reserve bank) directions, 2016","Master direction - non-banking financial companies auditor’s report (reserve bank) directions, 2016"
DO-64054520,Undermining the feasibility of foreign currency accounts in the CEMAC of extractive enterprises,
DO-64058097,European Union (Bank Recovery and Resolution) (Amendment) Regulations 2020,European Union (Bank Recovery and Resolution) (Amendment) Regulations 2020
DO-64064633,Collection of account payee cheque - Prohibition on crediting proceeds to third party account,Collection of account payee cheque - Prohibition on crediting proceeds to third party account
DO-64064840,Act (1991:980) on Trade in Financial Instruments,Act (1991:980) on Trade in Financial Instruments
DO-64065037,FDIC 5000 - Statements of Policy - Policy statement on discrimination in lending,FDIC 5000 - Statements of Policy - Policy statement on discrimination in lending
DO-64073519,Regulations governing sanctions against non-governmental actors in Lebanon,Regulations governing sanctions against non-governmental actors in Lebanon
DO-64073745,Supervision and Examinations,Supervision and Examinations
DO-64076629,Fx Retail Platform - Swap Points,Fx Retail Platform - Swap Points
DO-64081965,Section 3.6 OTHER REAL ESTATE,Section 3.6 OTHER REAL ESTATE
DO-64082598,REGULATORY GUIDE 7  Calculating time periods,REGULATORY GUIDE 7  Calculating time periods
DO-64108368,OSFI’s expectations for CDOR Transition,OSFI’s expectations for CDOR Transition
DO-64112226,Deposit broker statute: whether well capitalized insured depository institutions may accept deposits from a deposit broker without restriction,Deposit broker statute: whether well capitalized insured depository institutions may accept deposits from a deposit broker without restriction
DO-64114060,Decree no. 2014-544 of 26 may 2014 on foreign currency loans to the european union,Decree no. 2014-544 of 26 may 2014 on foreign currency loans to the european union
DO-64114254,Users’ rights under the electronic funds transfer act in the event of bank error regarding an electronic wire transfer,Users’ rights under the electronic funds transfer act in the event of bank error regarding an electronic wire transfer
DO-64115022,Executive order on Investable Securities and Money Market Instruments for Danish UCITS,Executive order on Investable Securities and Money Market Instruments for Danish UCITS
DO-64122029,Credit to NRE account through RTGS / NEFT / NECS / ECS - Issuance of Foreign Inward Remittance Certificate (FIRC),Credit to NRE account through RTGS / NEFT / NECS / ECS - Issuance of Foreign Inward Remittance Certificate (FIRC)
DO-64127826,Financial institution letters - deposit insurance assessments,Financial institution letters - deposit insurance assessments
DO-64142652,Business Secret Act,Business Secret Act
DO-64149216,Open Banking Future State Report,Open Banking Future State Report
DO-64149799,[EBA-Op-2019-08] Opinion of the European Banking Authority on communications to supervised entities regarding money laundering and terrorist financing risks in prudential supervision,Opinion of the EBA on comms to supervised entities regarding AML/CFT risks in prudential supervision
DO-64153701,Commission Delegated Regulation (EU) No 1151/2014 of 4 June 2014 supplementing Directive 2013/36/EU of the European Parliament and of the Council with regard to regulatory technical standards on the information to be notified when exercising the right of establishment and the freedom to provide services (Text with EEA relevance),Commission Delegated Regulation (EU) No 1151/2014 of 4 June 2014 supplementing Directive 2013/36/EU of the European Parliament and of the Council with regard to regulatory technical standards on the information to be notified when exercising the right of establishment and the freedom to provide services (Text with EEA relevance)
DO-64156041,Master Circular for Mutual Funds,Master Circular for Mutual Funds
DO-64157810,UNIFORM ACT ORGANIZING SIMPLIFIED RECOVERY PROCEDURES AND ENFORCEMENT MEASURES,UNIFORM ACT ORGANIZING SIMPLIFIED RECOVERY PROCEDURES AND ENFORCEMENT MEASURES
DO-64161786,Executive order of the application of administrative pecuniary sanctions in the financial field,Executive order of the application of administrative pecuniary sanctions in the financial field
DO-64173727,Commission Delegated Regulation (EU) 2017/585 of 14 July 2016 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council with regard to regulatory technical standards for the data standards and formats for financial instrument reference data and technical measures in relation to arrangements to be made by the European Securities and Markets Authority and competent authorities (Text with EEA relevance),Commission Delegated Regulation (EU) 2017/585 of 14 July 2016 supplementing Regulation (EU) No 600/2014 of the European Parliament and of the Council with regard to regulatory technical standards for the data standards and formats for financial instrument reference data and technical measures in relation to arrangements to be made by the European Securities and Markets Authority and competent auth
DO-64174519,"Self-Regulatory Organizations; Financial Industry Regulatory Authority, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Adopt on a Permanent Basis the Pilot Program for Market-Wide Circuit Breakers in FINRA Rule 6121.02 (Market-Wide Circuit Breakers in NMS Stocks)","Self-Regulatory Organizations; Financial Industry Regulatory Authority, Inc.; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Adopt on a Permanent Basis the Pilot Program for Market-Wide Circuit Breakers in FINRA Rule 6121.02 (Market-Wide Circuit Breakers in NMS Stocks)"
DO-64191128,Capital Requirements for Banks’ Exposures to Central Counterparties,Capital Requirements for Banks’ Exposures to Central Counterparties
DO-64199741,[1569/2007] Commission Regulation (EC) No 1569/2007 of 21 December 2007 establishing a mechanism for the determination of equivalence of accounting standards applied by third country issuers of securities pursuant to Directives 2003/71/EC and 2004/10,Regulation establishing a mechanism for the determination of equivalence of accounting standards
DO-64202278,Rupee Derivatives Segment Volatility Margin,Rupee Derivatives Segment Volatility Margin
DO-64202809,E-Mandate through Aadhaar Based Authentication,E-Mandate through Aadhaar Based Authentication
DO-64207415,Notice 1106A Residential Property Loans – Fact Sheet,Notice 1106A Residential Property Loans – Fact Sheet
DO-64207498,Srs 320.1 statement of financial position,Srs 320.1 statement of financial position
DO-64208737,CODE OF PRIVATE INSURANCE,CODE OF PRIVATE INSURANCE
DO-64216092,Royal Decree-Law 17/2014 of 26 December on financial sustainability measures of the autonomous communities and local and other economic entities.,
DO-64231790,US Code TITLE 47—TELECOMMUNICATIONS,US Code TITLE 47—TELECOMMUNICATIONS
DO-64236401,Recommeded Actions for SecurID Users in Response to RSA Cyber Intrusion,Recommeded Actions for SecurID Users in Response to RSA Cyber Intrusion
DO-64238790,"Automation of Continual Disclosures under Regulation 7(2) of SEBI (Prohibition of Insider Trading) Regulations, 2015- System Driven Disclosures","Automation of Continual Disclosures under Regulation 7(2) of SEBI (Prohibition of Insider Trading) Regulations, 2015- System Driven Disclosures"
DO-64240225,The Financial Services and Markets Act 2000 (Financial Promotion) (Amendment) (No. 2) Order 2023,The Financial Services and Markets Act 2000 (Financial Promotion) (Amendment) (No. 2) Order 2023
DO-64247360,Decree on administrative fines in the financial sector,Decree on administrative fines in the financial sector
DO-64247951,"SECURITIES AND EXCHANGE BOARD OF INDIA (PORTFOLIO MANAGERS) REGULATIONS, 1993","SECURITIES AND EXCHANGE BOARD OF INDIA (PORTFOLIO MANAGERS) REGULATIONS, 1993"
DO-64250266,Fixed income clearing corporation mortgage-backed securities division EPN rules,Fixed income clearing corporation mortgage-backed securities division EPN rules
DO-64251077,Commission Delegated Regulation (EU) 2022/804 of 16 February 2022 supplementing Regulation (EU) 2016/1011 of the European Parliament and of the Council by specifying rules of procedure for measures applicable to the supervision by the European Securities Markets Authority of certain benchmark administrators (Text with EEA relevance),Commission Delegated Regulation (EU) 2022/804 of 16 February 2022 supplementing Regulation (EU) 2016/1011 of the European Parliament and of the Council by specifying rules of procedure for measures applicable to the supervision by the European Securities Markets Authority of certain benchmark administrators (Text with EEA relevance)
DO-64259518,Delayed introduction of new futures and options contracts,Delayed introduction of new futures and options contracts
DO-64260814,Housing Loans: Review of Instructions,Housing Loans: Review of Instructions
DO-64269917,"Section 42(1) of the Reserve Bank of India Act, 1934 and Section 24 of the Banking Regulation Act, 1949 - FCNR(B)/NRE deposits - Exemption from Maintenance of CRR/SLR and Exclusion from ANBC for Priority Sector Lending","Section 42(1) of the Reserve Bank of India Act, 1934 and Section 24 of the Banking Regulation Act, 1949 - FCNR(B)/NRE deposits - Exemption from Maintenance of CRR/SLR and Exclusion from ANBC for Priority Sector Lending"
DO-64271059,Targeted Consultation on Options to Enhance the Suitability and Appropriateness Assessments,Targeted Consultation on Options to Enhance the Suitability and Appropriateness Assessments
DO-64280124,Guidance Manual for Retail Intermediaries on the Completion of the Retail Intermediary Annual Return,Guidance Manual for Retail Intermediaries on the Completion of the Retail Intermediary Annual Return
DO-64287574,Internal Revenue Bulletin: 2022-20,Internal Revenue Bulletin: 2022-20
DO-64289298,The Insolvency Act 1986 (Amendment) (Administrative Receivership and Capital Market Arrangements) Order 2003,The Insolvency Act 1986 (Amendment) (Administrative Receivership and Capital Market Arrangements) Order 2003
DO-64293672,Regulation laying down rules of conduct and organizational requirements for investment service providers (Investment Services Conduct and Organization Regulation - WpDVerOV),Regulation laying down rules of conduct and organizational requirements for investment service providers (Investment Services Conduct and Organization Regulation - WpDVerOV)
DO-64301753,Law (2008:586) on block exemption for restrictive agreements on technology transfer,Law (2008:586) on block exemption for restrictive agreements on technology transfer
DO-64302007,"The securities and exchange board of india (form of annual statement of accounts and records) rules, 1994.","The securities and exchange board of india (form of annual statement of accounts and records) rules, 1994."
DO-64334372,Guidelines On outsourcing to cloud service providers,Guidelines On outsourcing to cloud service providers
DO-64340509,Alternative Arrangement for Meeting the Audio Recording Requirement of Protection Linked Plan (“PLP”),Alternative Arrangement for Meeting the Audio Recording Requirement of Protection Linked Plan (“PLP”)
DO-64341160,Regulatory Notice 21-43 Proposed Amendments to FINRA Rule 3240 and Retrospective Rule Review Report,Regulatory Notice 21-43 Proposed Amendments to FINRA Rule 3240 and Retrospective Rule Review Report
DO-64343538,Circular to Licensed Corporations in relation to Commencement of Resolution Regime for Financial Institutions,Circular to Licensed Corporations in relation to Commencement of Resolution Regime for Financial Institutions
DO-64346650,Cybersecurity: Destructive Malware Joint Statement,Cybersecurity: Destructive Malware Joint Statement
DO-64348945,"Small industries development bank of india general regulations, 2000","Small industries development bank of india general regulations, 2000"
DO-64349387,Guideline 7B: Submitting Large Cash Transaction Reports to FINTRAC by Paper (2),Guideline 7B: Submitting Large Cash Transaction Reports to FINTRAC by Paper (2)
DO-64349758,Guideline (EU) 2017/697 of the European Central Bank of 4 April 2017 on the exercise of options and discretions available in Union law by national competent authorities in relation to less significant institutions (ECB/2017/9),Guideline (EU) 2017/697 of the European Central Bank of 4 April 2017 on the exercise of options and discretions available in Union law by national competent authorities in relation to less significant institutions (ECB/2017/9)
DO-64350942,Code of Conduct of the Swiss Funds&Asset Management Association SFAMA (Code of Conduct SFAMA),Code of Conduct of the Swiss Funds&Asset Management Association SFAMA (Code of Conduct SFAMA)
DO-64359963,Master Circular - Housing Finance,Master Circular - Housing Finance
DO-64367383,Final Report on Guidelines on the STS criteria for non-ABCP securitisation,Final Report on Guidelines on the STS criteria for non-ABCP securitisation
DO-64371178,Emergency Economic Stabilization.pdf,12 USC Ch. 52
DO-64371203,"Cybersecurity Alert - March 21, 2022","Cybersecurity Alert - March 21, 2022"
DO-64387787,Financial Institution Letters-Lapse of FEMA Authority to Issue Flood Insurance Policies,Financial Institution Letters-Lapse of FEMA Authority to Issue Flood Insurance Policies
DO-64396520,REMOVAL OF THE FDIC’S PART 350 ANNUAL DISCLOSURE STATEMENT REQUIREMENT,REMOVAL OF THE FDIC’S PART 350 ANNUAL DISCLOSURE STATEMENT REQUIREMENT
DO-64398220,"COMMISSION IMPLEMENTING REGULATION (EU) 2015/462 of 19 March 2015 laying down implementing technical standards with regard to the procedures for supervisory approval to establish special purpose vehicles, for the cooperation and exchange of information between supervisory authorities regarding special purpose vehicles as well as to set out formats and templates for information to be reported by special purpose vehicles in accordance with Directive 2009/138/EC of the European Parliament and of the Council (Text with EEA relevance)","Implementing technical standards regarding approval of establish special purpose vehicles (SPVs), for cooperation between authorities regarding SPVs including standards for reporting by SPVs"
DO-64403886,Rupee Loans to NRI Employees of Indian Companies under Employees Stock Option (ESOP) Scheme,Rupee Loans to NRI Employees of Indian Companies under Employees Stock Option (ESOP) Scheme
DO-64409656,General advice on deposit accounts and related banking services,General advice on deposit accounts and related banking services
DO-64410476,US Code TITLE 15—COMMERCE AND TRADE,US Code TITLE 15—COMMERCE AND TRADE
DO-64420244,Performance Management - Supplemental Requirements & Guidance,Performance Management - Supplemental Requirements & Guidance
DO-64430396,Securities and futures ordinance (chapter 571),Securities and futures ordinance (chapter 571)
DO-64432028,Revised oversight framework for retail payment systems,Revised oversight framework for retail payment systems
DO-64433410,Act (2013:561) on alternative investment fund managers up to and including 2022:1761,Act (2013:561) on alternative investment fund managers up to and including 2022:1761
DO-64443067,Commission Implementing Regulation (EU) 2016/2070,Commission Implementing Regulation (EU) 2016/2070
DO-64444627,Federal Trade Commission Enforcement Policy Statement on Marketing Claims for Over-the-Counter Homeopathic Drugs,Federal Trade Commission Enforcement Policy Statement on Marketing Claims for Over-the-Counter Homeopathic Drugs
DO-64448344,Commission Delegated Regulation (EU) 2017/568 of 24 May 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council with regard to regulatory technical standards for the admission of financial instruments to trading on regulated markets (Text with EEA relevance),Commission Delegated Regulation (EU) 2017/568 of 24 May 2016 supplementing Directive 2014/65/EU of the European Parliament and of the Council with regard to regulatory technical standards for the admission of financial instruments to trading on regulated markets (Text with EEA relevance)
DO-64453199,Question ID: 2018_4052,Question ID: 2018_4052
DO-64462368,Short Position and Short Activity Reporting by Institutional Investment Managers,Short Position and Short Activity Reporting by Institutional Investment Managers
DO-64469602,Compliance program requirements,Compliance program requirements
DO-64483334,Executive order to compile and report largest loans and write - downs by mortgage credit institutions,Executive order to compile and report largest loans and write - downs by mortgage credit institutions
DO-64485286,PS21/11: General insurance pricing practices - amendments,PS21/11: General insurance pricing practices - amendments
DO-64491468,2016 code of conduct on the switching of payment accounts with payment service providers,2016 code of conduct on the switching of payment accounts with payment service providers
DO-64500512,Dormant Assets Act 2022,Dormant Assets Act 2022
DO-64502153,Commission Regulation 23.153: Time Limited No-Action Position for Failure to Collect and/or Post Variation Margin,Commission Regulation 23.153: Time Limited No-Action Position for Failure to Collect and/or Post Variation Margin
DO-64503291,"Act amending the Act on a Insurance Guarantee Fund for Insurers, Act on Investment Funds, etc., the Money Laundering Act and various other laws","Act amending the Act on a Insurance Guarantee Fund for Insurers, Act on Investment Funds, etc., the Money Laundering Act and various other laws"
DO-64516825,SECURITIES AND FUTURES (APPEALS UNDER PARTS II AND III OF ACT) (AMENDMENT) REGULATIONS 2018,SECURITIES AND FUTURES (APPEALS UNDER PARTS II AND III OF ACT) (AMENDMENT) REGULATIONS 2018
DO-64532892,"Ordinance no. 2018-95 of 14 february 2018 on the extension in new caledonia, french polynesia and the wallis and futuna islands of various banking and financial provisions","Ordinance no. 2018-95 of 14 february 2018 on the extension in new caledonia, french polynesia and the wallis and futuna islands of various banking and financial provisions"
DO-64533058,COMMISSION DELEGATED REGULATION (EU) 2017/1230 (2),COMMISSION DELEGATED REGULATION (EU) 2017/1230 (2)
DO-64539414,Guide on harm done assessment for record keeping violations,Guide on harm done assessment for record keeping violations
DO-64547272,FAQs on Minimum Entry and Examination Requirements for Representatives of Licensed Financial Advisers and Exempt Financial Advisers,FAQs on Minimum Entry and Examination Requirements for Representatives of Licensed Financial Advisers and Exempt Financial Advisers
DO-64548014,The Stock Transfer (Gilt-edged Securities) (CGO Service) (Amendment) Regulations 1999,The Stock Transfer (Gilt-edged Securities) (CGO Service) (Amendment) Regulations 1999
DO-64548553,Advisory committee on financial legislation and regulation OPINION NO. 2016-80 OPINION NO. 2016-80,Advisory committee on financial legislation and regulation OPINION NO. 2016-80 OPINION NO. 2016-80
DO-64548826,Pension reforms – feedback on CP15/30 and final rules and guidance,Pension reforms – feedback on CP15/30 and final rules and guidance
DO-64551542,Guidance notes to reporting agents on SHS regulation for statistics on holdings of securities by reporting banking groups (SHSG),Guidance notes to reporting agents on SHS regulation for statistics on holdings of securities by reporting banking groups (SHSG)
DO-64558987,"CCIL circular on Rupee Derivatives Segment Volatility Margin_dated Apr 27, 2020","CCIL circular on Rupee Derivatives Segment Volatility Margin_dated Apr 27, 2020"
DO-64561376,COMMISSION DELEGATED REGULATION (EU) 2015/1555,COMMISSION DELEGATED REGULATION (EU) 2015/1555
DO-64563613,303 - NFA Compliance Rule 2-38  Business Continuity and Disaster Recovery Plan (5/23/03),303 - NFA Compliance Rule 2-38  Business Continuity and Disaster Recovery Plan (5/23/03)
DO-64565119,Collective Finance Act,Collective Finance Act
DO-64568286,"Pension Fund Regulatory and Development Authority (Form of Annual Statement of Accounts and Records) Rules, 2015","Pension Fund Regulatory and Development Authority (Form of Annual Statement of Accounts and Records) Rules, 2015"
DO-64569732,Council Regulation (EU) 2020/488 concerning restrictive measures in view of the situation in Yemen,Council Regulation (EU) 2020/488 concerning restrictive measures in view of the situation in Yemen
DO-64571743,Review or the  number  of directorships  held by individuals  within the investment funds  industry,Review or the  number  of directorships  held by individuals  within the investment funds  industry
DO-64575737,UNIFORM ACT RELATING TO THE RIGHT OF COMMERCIAL COMPANIES AND GROUPMENT TO INTERACT ECONOMICALLY,UNIFORM ACT RELATING TO THE RIGHT OF COMMERCIAL COMPANIES AND GROUPMENT TO INTERACT ECONOMICALLY
DO-64576982,Technical advice on FRANDT commercial terms for clearing services (Article 4(3a)),Technical advice on FRANDT commercial terms for clearing services (Article 4(3a))
DO-64582265,Politically exposed persons and heads of international organizations - Securities dealers,Politically exposed persons and heads of international organizations - Securities dealers
DO-64583658,"Act amending the Act on Payments, the Money Laundering Act, the Capital Markets Act and various other laws","Act amending the Act on Payments, the Money Laundering Act, the Capital Markets Act and various other laws"
DO-64587062,Standardization of timeline for listing of securities issued on a private placement basis,Standardization of timeline for listing of securities issued on a private placement basis
DO-64590912,Operational Resilience and Operational Risk Management,Operational Resilience and Operational Risk Management
DO-64594118,"The coinage act, 2011","The coinage act, 2011"
DO-64598044,"SEBI Circular: Operational Guidelines for FPIs&DDPs under SEBI (Foreign Portfolio Investors), Regulations 2019 and for Eligible Foreign Investors","SEBI Circular: Operational Guidelines for FPIs&DDPs under SEBI (Foreign Portfolio Investors), Regulations 2019 and for Eligible Foreign Investors"
DO-64605889,Special liquidity scheme for NBFCs/HFCs,Special liquidity scheme for NBFCs/HFCs
DO-64608940,Circular to Licensed Corporations – Submission of information on Managers-In-Charge of Core Functions (MIC) and organisational charts,Circular to Licensed Corporations – Submission of information on Managers-In-Charge of Core Functions (MIC) and organisational charts
DO-64640915,INSURANCE (REMUNERATION) REGULATIONS 2015,INSURANCE (REMUNERATION) REGULATIONS 2015
DO-64670563,Master direction – foreign investment in india,Master direction – foreign investment in india
DO-64671131,"Know Your Customer Norms/Anti-Money Laundering Standards/Combating of Financing of Terrorism/Obligations under PMLA, 2002",
DO-64672744,Code of Arbitration Procedure,FINRA Rule 10000
DO-64673592,"Law of June 27, 2013 relating to banks issuing mortgage bonds and amending the amended law of April 5, 1993 relating to the financial sector.","Law of June 27, 2013 relating to banks issuing mortgage bonds and amending the amended law of April 5, 1993 relating to the financial sector."
DO-64678547,SECURITIES AND FUTURES (OFFERS OF INVESTMENTS) (SHARES) (EXEMPTION FOR UNITS OF SHARES) REGULATIONS 2016,SECURITIES AND FUTURES (OFFERS OF INVESTMENTS) (SHARES) (EXEMPTION FOR UNITS OF SHARES) REGULATIONS 2016
DO-64687099,Ministry of finance and public accounts,Ministry of finance and public accounts
DO-64692931,"Prior Approval for acquisition of shares or voting rights in Private Sector Banks: Directions, 2015","Prior Approval for acquisition of shares or voting rights in Private Sector Banks: Directions, 2015"
DO-64698599,REGULATORY GUIDE 112 Independence of experts,REGULATORY GUIDE 112 Independence of experts
DO-64699024,Core principles for systemically important payment systems,Core principles for systemically important payment systems
DO-64709789,Internal and Concurrent Audit of depository operations,Internal and Concurrent Audit of depository operations
DO-64712062,Section 1.1 BASIC EXAMINATION CONCEPTS AND GUIDELINES,Section 1.1 BASIC EXAMINATION CONCEPTS AND GUIDELINES
